statement,line_item,concept,period,value,units,form,accession,source_url,provenance
CF,Change in receivables,IncreaseDecreaseInAccountsReceivable,FY2023,311897000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
CF,Change in receivables,IncreaseDecreaseInAccountsReceivable,FY2024,1589187000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
CF,Change in receivables,IncreaseDecreaseInAccountsReceivable,FY2025,-533341000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
CF,Change in receivables,IncreaseDecreaseInAccountsReceivable,Q/E 2024-09-30,-15288000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
CF,Change in receivables,IncreaseDecreaseInAccountsReceivable,Q/E 2025-09-30,321244000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
CF,Change in inventories,IncreaseDecreaseInInventories,FY2023,-100042000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
CF,Change in inventories,IncreaseDecreaseInInventories,FY2024,2899996000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
CF,Change in inventories,IncreaseDecreaseInInventories,FY2025,355606000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
CF,Change in inventories,IncreaseDecreaseInInventories,Q/E 2024-09-30,597717000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
CF,Change in inventories,IncreaseDecreaseInInventories,Q/E 2025-09-30,1087010000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
CF,Operating cash flow,NetCashProvidedByUsedInOperatingActivities,FY2023,663580000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
CF,Operating cash flow,NetCashProvidedByUsedInOperatingActivities,FY2024,-2485972000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
CF,Operating cash flow,NetCashProvidedByUsedInOperatingActivities,FY2025,1659524000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
CF,Operating cash flow,NetCashProvidedByUsedInOperatingActivities,Q/E 2024-09-30,408904000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
CF,Operating cash flow,NetCashProvidedByUsedInOperatingActivities,Q/E 2025-09-30,-917523000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
CF,Capital expenditures,PaymentsToAcquirePropertyPlantAndEquipment,FY2023,36793000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
CF,Capital expenditures,PaymentsToAcquirePropertyPlantAndEquipment,FY2024,124279000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
CF,Capital expenditures,PaymentsToAcquirePropertyPlantAndEquipment,FY2025,127214000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
CF,Capital expenditures,PaymentsToAcquirePropertyPlantAndEquipment,Q/E 2024-09-30,44300000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
CF,Capital expenditures,PaymentsToAcquirePropertyPlantAndEquipment,Q/E 2025-09-30,32270000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
CF,Stock-based compensation,ShareBasedCompensation,FY2023,54433000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
CF,Stock-based compensation,ShareBasedCompensation,FY2024,231507000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
CF,Stock-based compensation,ShareBasedCompensation,FY2025,314452000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
CF,Stock-based compensation,ShareBasedCompensation,Q/E 2024-09-30,64014000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
CF,Stock-based compensation,ShareBasedCompensation,Q/E 2025-09-30,89139000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,Cost of revenue,CostOfGoodsAndServicesSold,,,NOT_TAGGED,,,,FILED?
IS,Cost of revenue (alt tag),CostOfRevenue,FY2023,5840470000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
IS,Cost of revenue (alt tag),CostOfRevenue,FY2024,12927841000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,Cost of revenue (alt tag),CostOfRevenue,FY2025,19542120000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
IS,Cost of revenue (alt tag),CostOfRevenue,Q/E 2024-09-30,5161676000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
IS,Cost of revenue (alt tag),CostOfRevenue,Q/E 2024-12-31,5007940000,USD,10-Q,0001375365-25-000006,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000006/smci-20241231.htm,FILED
IS,Cost of revenue (alt tag),CostOfRevenue,Q/E 2025-03-31,4159695000,USD,10-Q,0001375365-25-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000014/smci-20250331.htm,FILED
IS,Cost of revenue (alt tag),CostOfRevenue,Q/E 2025-09-30,4550417000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,Cost of revenue (alt tag),CostOfRevenue,Q/E 2025-12-31,11883924000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Cost of revenue (alt tag),CostOfRevenue,Q/E 2026-03-31,9224334000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Gross profit,GrossProfit,FY2023,1283012000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
IS,Gross profit,GrossProfit,FY2024,2061410000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,Gross profit,GrossProfit,FY2025,2429922000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
IS,Gross profit,GrossProfit,Q/E 2024-09-30,775580000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
IS,Gross profit,GrossProfit,Q/E 2024-12-31,670022000,USD,10-Q,0001375365-25-000006,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000006/smci-20241231.htm,FILED
IS,Gross profit,GrossProfit,Q/E 2025-03-31,440218000,USD,10-Q,0001375365-25-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000014/smci-20250331.htm,FILED
IS,Gross profit,GrossProfit,Q/E 2025-09-30,467373000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,Gross profit,GrossProfit,Q/E 2025-12-31,798567000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Gross profit,GrossProfit,Q/E 2026-03-31,1018680000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Pre-tax income,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,FY2023,754297000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
IS,Pre-tax income,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,FY2024,1214139000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,Pre-tax income,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,FY2025,1211916000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
IS,Pre-tax income,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,Q/E 2024-09-30,499078000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
IS,Pre-tax income,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,Q/E 2024-12-31,375048000,USD,10-Q,0001375365-25-000006,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000006/smci-20241231.htm,FILED
IS,Pre-tax income,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,Q/E 2025-03-31,115065000,USD,10-Q,0001375365-25-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000014/smci-20250331.htm,FILED
IS,Pre-tax income,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,Q/E 2025-09-30,208552000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,Pre-tax income,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,Q/E 2025-12-31,500207000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Pre-tax income,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,Q/E 2026-03-31,610969000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Income tax expense,IncomeTaxExpenseBenefit,FY2023,110666000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
IS,Income tax expense,IncomeTaxExpenseBenefit,FY2024,63294000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,Income tax expense,IncomeTaxExpenseBenefit,FY2025,156851000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
IS,Income tax expense,IncomeTaxExpenseBenefit,Q/E 2024-09-30,74732000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
IS,Income tax expense,IncomeTaxExpenseBenefit,Q/E 2024-12-31,56969000,USD,10-Q,0001375365-25-000006,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000006/smci-20241231.htm,FILED
IS,Income tax expense,IncomeTaxExpenseBenefit,Q/E 2025-03-31,5843000,USD,10-Q,0001375365-25-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000014/smci-20250331.htm,FILED
IS,Income tax expense,IncomeTaxExpenseBenefit,Q/E 2025-09-30,40161000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,Income tax expense,IncomeTaxExpenseBenefit,Q/E 2025-12-31,99151000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Income tax expense,IncomeTaxExpenseBenefit,Q/E 2026-03-31,126887000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Interest expense,InterestExpense,FY2023,10491000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
IS,Interest expense (nonoperating),InterestExpenseNonoperating,FY2023,10491000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,Interest expense (nonoperating),InterestExpenseNonoperating,FY2024,19352000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,Interest expense (nonoperating),InterestExpenseNonoperating,FY2025,59573000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
IS,Interest expense (nonoperating),InterestExpenseNonoperating,Q/E 2024-09-30,17354000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
IS,Interest expense (nonoperating),InterestExpenseNonoperating,Q/E 2024-12-31,6535000,USD,10-Q,0001375365-25-000006,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000006/smci-20241231.htm,FILED
IS,Interest expense (nonoperating),InterestExpenseNonoperating,Q/E 2025-03-31,13402000,USD,10-Q,0001375365-25-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000014/smci-20250331.htm,FILED
IS,Interest expense (nonoperating),InterestExpenseNonoperating,Q/E 2025-09-30,24931000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,Interest expense (nonoperating),InterestExpenseNonoperating,Q/E 2025-12-31,25358000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Interest expense (nonoperating),InterestExpenseNonoperating,Q/E 2026-03-31,64483000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Interest income,InvestmentIncomeInterest,Q/E 2024-12-31,8776000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Interest income,InvestmentIncomeInterest,Q/E 2025-03-31,14654000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Interest income,InvestmentIncomeInterest,Q/E 2025-12-31,51042000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Interest income,InvestmentIncomeInterest,Q/E 2026-03-31,45437000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Net income,NetIncomeLoss,FY2023,639998000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
IS,Net income,NetIncomeLoss,FY2024,1152666000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,Net income,NetIncomeLoss,FY2025,1048854000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
IS,Net income,NetIncomeLoss,Q/E 2024-09-30,424327000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
IS,Net income,NetIncomeLoss,Q/E 2024-12-31,320596000,USD,10-Q,0001375365-25-000006,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000006/smci-20241231.htm,FILED
IS,Net income,NetIncomeLoss,Q/E 2025-03-31,108777000,USD,10-Q,0001375365-25-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000014/smci-20250331.htm,FILED
IS,Net income,NetIncomeLoss,Q/E 2025-09-30,168285000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,Net income,NetIncomeLoss,Q/E 2025-12-31,400564000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Net income,NetIncomeLoss,Q/E 2026-03-31,483387000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Operating income,OperatingIncomeLoss,FY2023,761142000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
IS,Operating income,OperatingIncomeLoss,FY2024,1210774000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,Operating income,OperatingIncomeLoss,FY2025,1252994000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
IS,Operating income,OperatingIncomeLoss,Q/E 2024-09-30,509199000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
IS,Operating income,OperatingIncomeLoss,Q/E 2024-12-31,368624000,USD,10-Q,0001375365-25-000006,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000006/smci-20241231.htm,FILED
IS,Operating income,OperatingIncomeLoss,Q/E 2025-03-31,146780000,USD,10-Q,0001375365-25-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000014/smci-20250331.htm,FILED
IS,Operating income,OperatingIncomeLoss,Q/E 2025-09-30,182256000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,Operating income,OperatingIncomeLoss,Q/E 2025-12-31,474298000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Operating income,OperatingIncomeLoss,Q/E 2026-03-31,625868000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Other non-operating income/expense,OtherNonoperatingIncomeExpense,Q/E 2024-12-31,4183000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Other non-operating income/expense,OtherNonoperatingIncomeExpense,Q/E 2025-03-31,-32967000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Other non-operating income/expense,OtherNonoperatingIncomeExpense,Q/E 2025-12-31,225000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Other non-operating income/expense,OtherNonoperatingIncomeExpense,Q/E 2026-03-31,4147000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,R&D expense,ResearchAndDevelopmentExpense,FY2023,307260000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
IS,R&D expense,ResearchAndDevelopmentExpense,FY2024,463548000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,R&D expense,ResearchAndDevelopmentExpense,FY2025,636550000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
IS,R&D expense,ResearchAndDevelopmentExpense,Q/E 2024-09-30,132243000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
IS,R&D expense,ResearchAndDevelopmentExpense,Q/E 2024-12-31,158229000,USD,10-Q,0001375365-25-000006,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000006/smci-20241231.htm,FILED
IS,R&D expense,ResearchAndDevelopmentExpense,Q/E 2025-03-31,162857000,USD,10-Q,0001375365-25-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000014/smci-20250331.htm,FILED
IS,R&D expense,ResearchAndDevelopmentExpense,Q/E 2025-09-30,173314000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,R&D expense,ResearchAndDevelopmentExpense,Q/E 2025-12-31,180761000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,R&D expense,ResearchAndDevelopmentExpense,Q/E 2026-03-31,215659000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,Revenue,RevenueFromContractWithCustomerExcludingAssessedTax,FY2023,7123482000,USD,10-K,0001375365-23-000036,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000036/smci-20230630.htm,FILED
IS,Revenue,RevenueFromContractWithCustomerExcludingAssessedTax,FY2024,14989251000,USD,10-K,0001375365-25-000004,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,FILED
IS,Revenue,RevenueFromContractWithCustomerExcludingAssessedTax,FY2025,21972042000,USD,10-K,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,FILED
IS,Revenue,RevenueFromContractWithCustomerExcludingAssessedTax,Q/E 2024-09-30,5937256000,USD,10-Q,0001375365-25-000005,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000005/smci-20240930.htm,FILED
IS,Revenue,RevenueFromContractWithCustomerExcludingAssessedTax,Q/E 2024-12-31,5677962000,USD,10-Q,0001375365-25-000006,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000006/smci-20241231.htm,FILED
IS,Revenue,RevenueFromContractWithCustomerExcludingAssessedTax,Q/E 2025-03-31,4599913000,USD,10-Q,0001375365-25-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000014/smci-20250331.htm,FILED
IS,Revenue,RevenueFromContractWithCustomerExcludingAssessedTax,Q/E 2025-09-30,5017790000,USD,10-Q,0001375365-25-000030,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000030/smci-20250930.htm,FILED
IS,Revenue,RevenueFromContractWithCustomerExcludingAssessedTax,Q/E 2025-12-31,12682491000,USD,10-Q,0001375365-26-000007,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000007/smci-20251231.htm,FILED
IS,Revenue,RevenueFromContractWithCustomerExcludingAssessedTax,Q/E 2026-03-31,10243014000,USD,10-Q,0001375365-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000014/smci-20260331.htm,FILED
IS,SG&A expense,SellingGeneralAndAdministrativeExpense,,,NOT_TAGGED,,,,FILED?
